,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
p[3676],0.91,0.01,0.89,0.93,0.0,0.0,11802.04,6246.88,1.0
p[3677],0.86,0.01,0.84,0.88,0.0,0.0,8724.38,6707.08,1.0
p[3678],0.84,0.02,0.81,0.88,0.0,0.0,12294.3,6194.71,1.0
p[3679],0.92,0.01,0.9,0.93,0.0,0.0,9318.86,6538.95,1.0
p[3680],0.94,0.01,0.92,0.95,0.0,0.0,8967.18,6527.48,1.0
p[3681],0.89,0.01,0.87,0.9,0.0,0.0,8791.73,6040.24,1.0
p[3682],0.74,0.02,0.71,0.78,0.0,0.0,9067.57,7056.58,1.0
p[3683],0.87,0.01,0.84,0.89,0.0,0.0,9842.01,6401.79,1.0
p[3684],0.87,0.01,0.84,0.89,0.0,0.0,9842.01,6401.79,1.0
p[3685],0.87,0.02,0.83,0.91,0.0,0.0,10312.17,6589.87,1.0
p[3686],0.89,0.01,0.87,0.9,0.0,0.0,8796.36,6066.27,1.0
p[3687],0.86,0.01,0.85,0.88,0.0,0.0,8715.59,6779.41,1.0
p[3688],0.86,0.01,0.85,0.88,0.0,0.0,8714.5,6676.06,1.0
p[3689],0.89,0.01,0.87,0.9,0.0,0.0,8807.98,6067.33,1.0
p[3690],0.86,0.01,0.85,0.88,0.0,0.0,8716.52,6733.02,1.0
p[3691],0.89,0.01,0.87,0.9,0.0,0.0,8808.96,6067.33,1.0
p[3692],0.89,0.01,0.87,0.9,0.0,0.0,8808.46,6067.33,1.0
p[3693],0.75,0.02,0.71,0.78,0.0,0.0,9070.52,7056.19,1.0
p[3694],0.92,0.01,0.9,0.94,0.0,0.0,11586.83,6875.73,1.0
p[3695],0.89,0.01,0.87,0.9,0.0,0.0,8808.52,6067.33,1.0
p[3696],0.89,0.01,0.88,0.9,0.0,0.0,8811.14,6067.33,1.0
p[3697],0.94,0.01,0.93,0.95,0.0,0.0,8959.79,6721.6,1.0
p[3698],0.9,0.01,0.88,0.92,0.0,0.0,10369.63,6416.02,1.0
p[3699],0.86,0.01,0.85,0.88,0.0,0.0,8715.21,6856.29,1.0
p[3700],0.89,0.01,0.88,0.9,0.0,0.0,8814.02,6093.98,1.0
p[3701],0.92,0.01,0.9,0.94,0.0,0.0,9316.73,6456.52,1.0
p[3702],0.89,0.01,0.88,0.9,0.0,0.0,8814.86,6070.81,1.0
p[3703],0.86,0.01,0.85,0.88,0.0,0.0,8711.88,6856.29,1.0
p[3704],0.85,0.02,0.81,0.89,0.0,0.0,12288.07,6271.34,1.0
p[3705],0.86,0.02,0.83,0.89,0.0,0.0,9894.57,6763.48,1.0
p[3706],0.89,0.01,0.88,0.9,0.0,0.0,8817.23,6045.92,1.0
p[3707],0.86,0.01,0.85,0.88,0.0,0.0,8708.0,6804.83,1.0
p[3708],0.87,0.01,0.84,0.9,0.0,0.0,9840.64,6402.34,1.0
p[3709],0.85,0.03,0.8,0.89,0.0,0.0,11959.91,6381.78,1.0
p[3710],0.75,0.02,0.72,0.78,0.0,0.0,9077.95,6903.66,1.0
p[3711],0.85,0.03,0.8,0.89,0.0,0.0,11958.51,6381.78,1.0
p[3712],0.89,0.01,0.88,0.9,0.0,0.0,8827.24,5974.23,1.0
p[3713],0.89,0.01,0.88,0.9,0.0,0.0,8827.24,5974.23,1.0
p[3714],0.87,0.02,0.83,0.91,0.0,0.0,10315.91,6528.91,1.0
p[3715],0.92,0.01,0.9,0.94,0.0,0.0,11577.01,6907.09,1.0
p[3716],0.87,0.01,0.85,0.88,0.0,0.0,8705.58,6775.24,1.0
p[3717],0.87,0.01,0.85,0.88,0.0,0.0,8704.88,6670.35,1.0
p[3718],0.89,0.01,0.88,0.9,0.0,0.0,8833.79,6045.08,1.0
p[3719],0.87,0.01,0.85,0.9,0.0,0.0,9844.61,6511.16,1.0
p[3720],0.94,0.01,0.93,0.95,0.0,0.0,8955.07,6644.41,1.0
p[3721],0.89,0.01,0.88,0.9,0.0,0.0,8835.48,6069.22,1.0
p[3722],0.89,0.01,0.88,0.9,0.0,0.0,8837.01,6069.22,1.0
p[3723],0.89,0.01,0.88,0.9,0.0,0.0,8837.24,6069.36,1.0
p[3724],0.87,0.01,0.85,0.88,0.0,0.0,8705.18,6642.96,1.0
p[3725],0.89,0.01,0.88,0.9,0.0,0.0,8840.03,6094.48,1.0
p[3726],0.89,0.01,0.88,0.9,0.0,0.0,8840.03,6094.48,1.0
p[3727],0.9,0.01,0.88,0.92,0.0,0.0,10372.13,6417.29,1.0
p[3728],0.89,0.01,0.88,0.9,0.0,0.0,8841.71,6094.48,1.0
p[3729],0.85,0.01,0.83,0.88,0.0,0.0,9028.88,7027.04,1.0
p[3730],0.9,0.01,0.88,0.92,0.0,0.0,10372.3,6417.29,1.0
p[3731],0.76,0.02,0.72,0.79,0.0,0.0,9085.23,6871.39,1.0
p[3732],0.89,0.01,0.88,0.91,0.0,0.0,8844.56,5999.29,1.0
p[3733],0.89,0.01,0.88,0.91,0.0,0.0,8844.56,5999.29,1.0
p[3734],0.87,0.01,0.85,0.88,0.0,0.0,8703.79,6648.84,1.0
p[3735],0.87,0.01,0.85,0.88,0.0,0.0,8702.96,6736.85,1.0
p[3736],0.95,0.01,0.93,0.97,0.0,0.0,10567.58,6781.98,1.0
p[3737],0.87,0.01,0.85,0.88,0.0,0.0,8704.16,6736.13,1.0
p[3738],0.86,0.02,0.83,0.89,0.0,0.0,9901.46,6733.79,1.0
p[3739],0.89,0.01,0.88,0.91,0.0,0.0,8852.52,5999.56,1.0
p[3740],0.92,0.01,0.9,0.94,0.0,0.0,11562.81,6894.92,1.0
p[3741],0.89,0.01,0.88,0.91,0.0,0.0,8854.94,5990.57,1.0
p[3742],0.89,0.01,0.88,0.91,0.0,0.0,8856.27,5990.57,1.0
p[3743],0.85,0.02,0.81,0.9,0.0,0.0,11946.6,6354.72,1.0
p[3744],0.76,0.02,0.73,0.79,0.0,0.0,9094.07,6926.63,1.0
p[3745],0.9,0.01,0.88,0.92,0.0,0.0,10370.22,6499.95,1.0
p[3746],0.87,0.01,0.85,0.88,0.0,0.0,8705.21,6660.29,1.0
p[3747],0.88,0.02,0.84,0.92,0.0,0.0,10310.19,6473.44,1.0
p[3748],0.89,0.01,0.88,0.91,0.0,0.0,8861.0,6023.92,1.0
p[3749],0.89,0.01,0.88,0.91,0.0,0.0,8865.16,6000.29,1.0
p[3750],0.94,0.01,0.93,0.95,0.0,0.0,8938.91,6391.68,1.0
p[3751],0.89,0.01,0.88,0.91,0.0,0.0,8866.95,5999.83,1.0
p[3752],0.87,0.01,0.85,0.89,0.0,0.0,8705.2,6841.74,1.0
p[3753],0.89,0.01,0.88,0.91,0.0,0.0,8867.94,6047.98,1.0
p[3754],0.76,0.02,0.73,0.79,0.0,0.0,9101.75,6893.26,1.0
p[3755],0.89,0.01,0.88,0.91,0.0,0.0,8871.38,6048.67,1.0
p[3756],0.9,0.01,0.88,0.91,0.0,0.0,8873.02,6024.56,1.0
p[3757],0.9,0.01,0.88,0.91,0.0,0.0,8874.46,6048.3,1.0
p[3758],0.9,0.01,0.88,0.91,0.0,0.0,8874.46,6048.3,1.0
p[3759],0.91,0.01,0.89,0.93,0.0,0.0,10367.57,6499.36,1.0
p[3760],0.87,0.01,0.86,0.89,0.0,0.0,8706.59,6943.76,1.0
p[3761],0.94,0.01,0.93,0.95,0.0,0.0,8935.0,6392.47,1.0
p[3762],0.9,0.01,0.88,0.91,0.0,0.0,8878.09,6072.98,1.0
p[3763],0.87,0.02,0.84,0.89,0.0,0.0,9907.71,6567.49,1.0
p[3764],0.87,0.01,0.86,0.89,0.0,0.0,8707.29,6839.47,1.0
p[3765],0.87,0.01,0.86,0.89,0.0,0.0,8707.6,6839.47,1.0
p[3766],0.88,0.01,0.85,0.9,0.0,0.0,9842.48,6652.8,1.0
p[3767],0.87,0.01,0.86,0.89,0.0,0.0,8709.83,6943.07,1.0
p[3768],0.93,0.01,0.91,0.94,0.0,0.0,9327.58,6427.45,1.0
p[3769],0.9,0.01,0.89,0.91,0.0,0.0,8886.76,5977.42,1.0
p[3770],0.86,0.02,0.83,0.9,0.0,0.0,12270.78,6318.58,1.0
p[3771],0.86,0.02,0.81,0.9,0.0,0.0,11925.73,6381.55,1.0
p[3772],0.77,0.02,0.73,0.8,0.0,0.0,9115.36,6870.26,1.0
p[3773],0.9,0.01,0.89,0.91,0.0,0.0,8885.54,6000.33,1.0
p[3774],0.91,0.01,0.89,0.93,0.0,0.0,10365.24,6528.02,1.0
p[3775],0.9,0.01,0.89,0.91,0.0,0.0,8887.9,6000.33,1.0
p[3776],0.9,0.01,0.89,0.91,0.0,0.0,8887.9,6000.33,1.0
p[3777],0.87,0.01,0.86,0.89,0.0,0.0,8709.5,6870.26,1.0
p[3778],0.93,0.01,0.91,0.94,0.0,0.0,9328.11,6428.06,1.0
p[3779],0.88,0.02,0.84,0.92,0.0,0.0,10309.17,6556.23,1.0
p[3780],0.87,0.01,0.86,0.89,0.0,0.0,8712.6,6744.35,1.0
p[3781],0.9,0.01,0.89,0.91,0.0,0.0,8900.12,6121.42,1.0
p[3782],0.9,0.01,0.89,0.91,0.0,0.0,8900.53,6121.0,1.0
p[3783],0.88,0.01,0.86,0.89,0.0,0.0,8711.19,6656.26,1.0
p[3784],0.91,0.01,0.89,0.93,0.0,0.0,10359.48,6472.91,1.0
p[3785],0.9,0.01,0.89,0.91,0.0,0.0,8905.03,6121.0,1.0
p[3786],0.9,0.01,0.89,0.91,0.0,0.0,8905.03,6121.0,1.0
p[3787],0.9,0.01,0.89,0.91,0.0,0.0,8906.21,6121.0,1.0
p[3788],0.9,0.01,0.89,0.91,0.0,0.0,8907.0,6121.0,1.0
p[3789],0.77,0.02,0.74,0.8,0.0,0.0,9126.64,6870.9,1.0
p[3790],0.9,0.01,0.89,0.91,0.0,0.0,8911.05,6121.37,1.0
p[3791],0.86,0.01,0.84,0.89,0.0,0.0,9052.86,7054.83,1.0
p[3792],0.88,0.01,0.86,0.89,0.0,0.0,8710.13,6480.25,1.0
p[3793],0.9,0.01,0.89,0.91,0.0,0.0,8916.99,6119.95,1.0
p[3794],0.87,0.02,0.84,0.9,0.0,0.0,9914.66,6530.44,1.0
p[3795],0.88,0.01,0.86,0.89,0.0,0.0,8713.45,6512.5,1.0
p[3796],0.94,0.01,0.93,0.96,0.0,0.0,8924.72,6361.88,1.0
p[3797],0.93,0.01,0.91,0.95,0.0,0.0,11529.18,6988.71,1.0
p[3798],0.95,0.01,0.94,0.97,0.0,0.0,10536.95,6684.61,1.0
p[3799],0.9,0.01,0.89,0.91,0.0,0.0,8929.8,6097.61,1.0
p[3800],0.9,0.01,0.89,0.91,0.0,0.0,8929.83,6097.61,1.0
p[3801],0.86,0.02,0.83,0.9,0.0,0.0,12254.0,6210.66,1.0
p[3802],0.88,0.01,0.86,0.89,0.0,0.0,8713.77,6583.73,1.0
p[3803],0.9,0.01,0.89,0.91,0.0,0.0,8931.64,6072.27,1.0
p[3804],0.92,0.01,0.91,0.94,0.0,0.0,11755.79,6501.06,1.0
p[3805],0.77,0.02,0.74,0.8,0.0,0.0,9142.04,6935.39,1.0
p[3806],0.91,0.01,0.89,0.93,0.0,0.0,10352.0,6419.24,1.0
p[3807],0.9,0.01,0.89,0.91,0.0,0.0,8937.68,6072.27,1.0
p[3808],0.9,0.01,0.89,0.91,0.0,0.0,8939.85,6072.69,1.0
p[3809],0.9,0.01,0.89,0.91,0.0,0.0,8942.28,6000.77,1.0
p[3810],0.86,0.02,0.82,0.9,0.0,0.0,11915.87,6276.13,1.0
p[3811],0.89,0.01,0.86,0.91,0.0,0.0,9847.2,6693.37,1.0
p[3812],0.88,0.01,0.86,0.89,0.0,0.0,8717.05,6458.36,1.0
p[3813],0.88,0.01,0.86,0.89,0.0,0.0,8717.58,6458.36,1.0
p[3814],0.91,0.01,0.89,0.93,0.0,0.0,10351.41,6445.97,1.0
p[3815],0.9,0.01,0.89,0.91,0.0,0.0,8951.63,5953.43,1.0
p[3816],0.88,0.01,0.86,0.89,0.0,0.0,8722.9,6456.03,1.0
p[3817],0.93,0.01,0.91,0.95,0.0,0.0,11516.14,6925.66,1.0
p[3818],0.9,0.01,0.89,0.91,0.0,0.0,8956.99,5907.03,1.0
p[3819],0.9,0.01,0.89,0.91,0.0,0.0,8958.53,5907.03,1.0
p[3820],0.9,0.01,0.89,0.91,0.0,0.0,8961.88,5862.13,1.0
p[3821],0.78,0.02,0.75,0.81,0.0,0.0,9153.02,7098.16,1.0
p[3822],0.9,0.01,0.89,0.91,0.0,0.0,8967.04,5907.42,1.0
p[3823],0.95,0.01,0.94,0.96,0.0,0.0,8916.4,6522.48,1.0
p[3824],0.9,0.01,0.89,0.91,0.0,0.0,8968.04,5884.56,1.0
p[3825],0.9,0.01,0.89,0.91,0.0,0.0,8969.65,5884.56,1.0
p[3826],0.87,0.01,0.85,0.9,0.0,0.0,9923.0,6519.54,1.0
p[3827],0.88,0.01,0.87,0.9,0.0,0.0,8727.54,6545.44,1.0
p[3828],0.88,0.01,0.87,0.9,0.0,0.0,8728.94,6542.83,1.0
p[3829],0.87,0.02,0.84,0.9,0.0,0.0,12240.3,6139.74,1.0
p[3830],0.89,0.01,0.86,0.91,0.0,0.0,9847.59,6607.46,1.0
p[3831],0.93,0.01,0.92,0.94,0.0,0.0,9354.79,6368.61,1.0
p[3832],0.86,0.02,0.82,0.9,0.0,0.0,11907.83,6276.26,1.0
p[3833],0.9,0.01,0.89,0.92,0.0,0.0,8991.6,5865.59,1.0
p[3834],0.9,0.01,0.89,0.92,0.0,0.0,8991.6,5865.59,1.0
p[3835],0.78,0.02,0.75,0.81,0.0,0.0,9168.07,7079.45,1.0
p[3836],0.95,0.01,0.94,0.96,0.0,0.0,8910.38,6485.13,1.0
p[3837],0.9,0.01,0.89,0.92,0.0,0.0,8999.59,5969.23,1.0
p[3838],0.89,0.02,0.85,0.93,0.0,0.0,10295.11,6337.3,1.0
p[3839],0.91,0.01,0.89,0.93,0.0,0.0,10350.15,6616.56,1.0
p[3840],0.88,0.01,0.87,0.9,0.0,0.0,8738.56,6960.19,1.0
p[3841],0.78,0.02,0.75,0.81,0.0,0.0,9176.76,7079.02,1.0
p[3842],0.88,0.01,0.87,0.9,0.0,0.0,8742.45,6822.26,1.0
p[3843],0.91,0.01,0.89,0.92,0.0,0.0,9014.43,5969.37,1.0
p[3844],0.93,0.01,0.92,0.95,0.0,0.0,9362.24,6335.82,1.0
p[3845],0.91,0.01,0.89,0.92,0.0,0.0,9019.05,5923.14,1.0
p[3846],0.91,0.01,0.9,0.93,0.0,0.0,10347.98,6674.01,1.0
p[3847],0.91,0.01,0.89,0.92,0.0,0.0,9023.65,5923.14,1.0
p[3848],0.91,0.01,0.89,0.92,0.0,0.0,9025.24,5923.14,1.0
p[3849],0.91,0.01,0.89,0.92,0.0,0.0,9030.47,5900.81,1.0
p[3850],0.93,0.01,0.92,0.95,0.0,0.0,11493.03,7054.53,1.0
p[3851],0.88,0.01,0.87,0.9,0.0,0.0,8750.9,6996.57,1.0
p[3852],0.91,0.01,0.89,0.92,0.0,0.0,9034.43,5969.23,1.0
p[3853],0.91,0.01,0.89,0.92,0.0,0.0,9034.43,5969.23,1.0
p[3854],0.88,0.01,0.87,0.9,0.0,0.0,8752.64,7116.08,1.0
p[3855],0.87,0.01,0.85,0.9,0.0,0.0,9073.96,7233.82,1.0
p[3856],0.91,0.01,0.89,0.92,0.0,0.0,9042.22,5992.76,1.0
p[3857],0.91,0.01,0.89,0.92,0.0,0.0,9042.22,5992.76,1.0
p[3858],0.92,0.01,0.9,0.93,0.0,0.0,10343.77,6642.71,1.0
p[3859],0.89,0.01,0.87,0.9,0.0,0.0,8756.19,7185.87,1.0
p[3860],0.96,0.01,0.94,0.97,0.0,0.0,10503.88,6742.51,1.0
p[3861],0.87,0.02,0.84,0.91,0.0,0.0,12234.75,6253.32,1.0
p[3862],0.91,0.01,0.9,0.92,0.0,0.0,9052.69,5970.37,1.0
p[3863],0.87,0.02,0.83,0.91,0.0,0.0,11893.92,6198.94,1.0
p[3864],0.79,0.02,0.76,0.82,0.0,0.0,9200.8,6857.29,1.0
p[3865],0.91,0.01,0.9,0.92,0.0,0.0,9063.52,5970.37,1.0
p[3866],0.92,0.01,0.9,0.93,0.0,0.0,10339.21,6643.49,1.0
p[3867],0.91,0.01,0.9,0.92,0.0,0.0,9067.58,5970.37,1.0
p[3868],0.91,0.01,0.9,0.92,0.0,0.0,9067.58,5970.37,1.0
p[3869],0.89,0.02,0.86,0.93,0.0,0.0,10296.88,6444.4,1.0
p[3870],0.89,0.01,0.87,0.9,0.0,0.0,8772.02,7190.41,1.0
p[3871],0.89,0.01,0.87,0.9,0.0,0.0,8774.04,7190.41,1.0
p[3872],0.79,0.02,0.76,0.82,0.0,0.0,9212.82,7095.71,1.0
p[3873],0.91,0.01,0.9,0.92,0.0,0.0,9085.54,5994.21,1.0
p[3874],0.89,0.01,0.87,0.9,0.0,0.0,8776.07,7156.56,1.0
p[3875],0.91,0.01,0.9,0.92,0.0,0.0,9089.58,6017.98,1.0
p[3876],0.91,0.01,0.9,0.92,0.0,0.0,9091.6,5970.66,1.0
p[3877],0.95,0.01,0.94,0.96,0.0,0.0,8903.58,6417.7,1.0
p[3878],0.91,0.01,0.9,0.92,0.0,0.0,9095.95,5970.66,1.0
p[3879],0.91,0.01,0.9,0.92,0.0,0.0,9097.71,6029.62,1.0
p[3880],0.91,0.01,0.9,0.92,0.0,0.0,9101.49,6029.62,1.0
p[3881],0.89,0.01,0.87,0.9,0.0,0.0,8782.9,7070.75,1.0
p[3882],0.92,0.01,0.9,0.94,0.0,0.0,10334.12,6822.93,1.0
p[3883],0.91,0.01,0.9,0.92,0.0,0.0,9102.67,6078.63,1.0
p[3884],0.88,0.01,0.86,0.91,0.0,0.0,9951.54,6484.97,1.0
p[3885],0.89,0.01,0.87,0.9,0.0,0.0,8787.58,7071.31,1.0
p[3886],0.94,0.01,0.92,0.95,0.0,0.0,11467.1,6827.44,1.0
p[3887],0.88,0.02,0.84,0.91,0.0,0.0,12220.37,6135.08,1.0
p[3888],0.94,0.01,0.92,0.95,0.0,0.0,9385.93,6372.42,1.0
p[3889],0.91,0.01,0.9,0.92,0.0,0.0,9125.75,5993.61,1.0
p[3890],0.91,0.01,0.9,0.92,0.0,0.0,9125.75,5993.61,1.0
p[3891],0.91,0.01,0.9,0.92,0.0,0.0,9128.98,6017.3,1.0
p[3892],0.9,0.01,0.87,0.92,0.0,0.0,9863.32,6693.12,1.0
p[3893],0.88,0.01,0.86,0.9,0.0,0.0,9099.13,7503.5,1.0
p[3894],0.79,0.02,0.76,0.82,0.0,0.0,9232.78,7094.02,1.0
p[3895],0.87,0.02,0.83,0.91,0.0,0.0,11877.63,6148.75,1.0
p[3896],0.9,0.02,0.86,0.93,0.0,0.0,10292.19,6534.86,1.0
p[3897],0.91,0.01,0.9,0.92,0.0,0.0,9138.19,6052.27,1.0
p[3898],0.92,0.01,0.9,0.94,0.0,0.0,10329.72,6734.11,1.0
p[3899],0.91,0.01,0.9,0.92,0.0,0.0,9145.39,6051.89,1.0
p[3900],0.89,0.01,0.88,0.91,0.0,0.0,8806.36,6910.99,1.0
p[3901],0.89,0.01,0.88,0.91,0.0,0.0,8809.58,6974.97,1.0
p[3902],0.91,0.01,0.9,0.92,0.0,0.0,9160.97,6114.53,1.0
p[3903],0.91,0.01,0.9,0.92,0.0,0.0,9164.04,6114.82,1.0
p[3904],0.89,0.01,0.88,0.91,0.0,0.0,8814.34,7039.87,1.0
p[3905],0.91,0.01,0.9,0.92,0.0,0.0,9166.84,6114.82,1.0
p[3906],0.92,0.01,0.9,0.94,0.0,0.0,10330.93,6735.05,1.0
p[3907],0.91,0.01,0.9,0.92,0.0,0.0,9172.69,6090.05,1.0
p[3908],0.89,0.01,0.86,0.91,0.0,0.0,9959.98,6337.42,1.0
p[3909],0.8,0.02,0.77,0.83,0.0,0.0,9255.89,7187.81,1.0
p[3910],0.89,0.01,0.88,0.91,0.0,0.0,8823.83,6862.46,1.0
p[3911],0.91,0.01,0.9,0.92,0.0,0.0,9175.5,6090.46,1.0
p[3912],0.91,0.01,0.9,0.92,0.0,0.0,9178.64,6078.96,1.0
p[3913],0.93,0.01,0.92,0.95,0.0,0.0,11698.43,6323.26,1.0
p[3914],0.89,0.01,0.88,0.91,0.0,0.0,8826.07,6896.6,1.0
p[3915],0.91,0.01,0.9,0.92,0.0,0.0,9180.51,6078.96,1.0
p[3916],0.91,0.01,0.9,0.92,0.0,0.0,9180.83,6030.55,1.0
p[3917],0.91,0.01,0.9,0.92,0.0,0.0,9180.83,6030.55,1.0
p[3918],0.89,0.01,0.88,0.91,0.0,0.0,8830.35,6740.85,1.0
p[3919],0.96,0.01,0.94,0.98,0.0,0.0,10477.75,6773.72,1.0
p[3920],0.91,0.01,0.9,0.92,0.0,0.0,9193.91,6078.21,1.0
p[3921],0.91,0.01,0.9,0.92,0.0,0.0,9193.91,6078.21,1.0
p[3922],0.93,0.01,0.92,0.95,0.0,0.0,11689.05,6243.33,1.0
p[3923],0.93,0.01,0.92,0.95,0.0,0.0,11689.05,6243.33,1.0
p[3924],0.94,0.01,0.92,0.95,0.0,0.0,11436.02,6890.7,1.0
p[3925],0.88,0.02,0.85,0.91,0.0,0.0,12188.96,6258.38,1.0
p[3926],0.95,0.01,0.94,0.96,0.0,0.0,8902.0,6162.56,1.0
p[3927],0.92,0.01,0.91,0.94,0.0,0.0,10331.87,6645.64,1.0
p[3928],0.91,0.01,0.9,0.92,0.0,0.0,9206.87,6046.48,1.0
p[3929],0.8,0.02,0.77,0.83,0.0,0.0,9272.44,7220.96,1.0
p[3930],0.91,0.01,0.9,0.93,0.0,0.0,9215.16,6052.3,1.0
p[3931],0.91,0.01,0.9,0.93,0.0,0.0,9217.01,6052.3,1.0
p[3932],0.88,0.02,0.84,0.91,0.0,0.0,11859.49,6199.01,1.0
p[3933],0.8,0.02,0.77,0.83,0.0,0.0,9283.05,7325.95,1.0
p[3934],0.91,0.01,0.9,0.93,0.0,0.0,9223.93,6052.3,1.0
p[3935],0.9,0.01,0.88,0.91,0.0,0.0,8852.74,6740.95,1.0
p[3936],0.8,0.02,0.77,0.83,0.0,0.0,9287.95,7351.57,1.0
p[3937],0.94,0.01,0.93,0.95,0.0,0.0,9409.57,6508.68,1.0
p[3938],0.9,0.01,0.88,0.91,0.0,0.0,8854.37,6740.95,1.0
p[3939],0.92,0.01,0.9,0.93,0.0,0.0,9234.52,6199.36,1.0
p[3940],0.92,0.01,0.9,0.93,0.0,0.0,9236.29,6224.74,1.0
p[3941],0.96,0.01,0.94,0.98,0.0,0.0,10412.17,6567.93,1.0
p[3942],0.92,0.01,0.9,0.93,0.0,0.0,9239.09,6276.28,1.0
p[3943],0.92,0.01,0.91,0.94,0.0,0.0,10333.19,6704.66,1.0
p[3944],0.92,0.01,0.9,0.93,0.0,0.0,9245.35,6250.16,1.0
p[3945],0.95,0.0,0.94,0.96,0.0,0.0,8905.46,6270.02,1.0
p[3946],0.94,0.01,0.92,0.95,0.0,0.0,11668.3,6149.86,1.0
p[3947],0.94,0.01,0.92,0.95,0.0,0.0,11668.3,6149.86,1.0
p[3948],0.92,0.01,0.91,0.93,0.0,0.0,9250.67,6310.69,1.0
p[3949],0.9,0.01,0.88,0.91,0.0,0.0,8867.68,6930.48,1.0
p[3950],0.89,0.01,0.87,0.92,0.0,0.0,9970.17,6460.03,1.0
p[3951],0.92,0.01,0.91,0.93,0.0,0.0,9261.35,6310.69,1.0
p[3952],0.89,0.02,0.85,0.91,0.0,0.0,12171.6,6363.2,1.0
p[3953],0.9,0.01,0.88,0.91,0.0,0.0,8875.41,6966.57,1.0
p[3954],0.95,0.0,0.94,0.96,0.0,0.0,8901.94,6233.44,1.0
p[3955],0.92,0.01,0.91,0.93,0.0,0.0,9270.23,6364.36,1.0
p[3956],0.92,0.01,0.91,0.93,0.0,0.0,9273.42,6364.36,1.0
p[3957],0.94,0.01,0.93,0.95,0.0,0.0,9423.8,6593.7,1.0
p[3958],0.81,0.02,0.78,0.83,0.0,0.0,9312.53,7339.12,1.0
p[3959],0.92,0.01,0.91,0.93,0.0,0.0,9276.49,6402.21,1.0
p[3960],0.81,0.02,0.78,0.83,0.0,0.0,9315.41,7338.7,1.0
p[3961],0.92,0.01,0.91,0.93,0.0,0.0,9280.27,6382.06,1.0
p[3962],0.93,0.01,0.91,0.94,0.0,0.0,10331.71,6705.36,1.0
p[3963],0.9,0.01,0.88,0.92,0.0,0.0,9829.75,6637.86,1.0
p[3964],0.9,0.01,0.88,0.91,0.0,0.0,8890.14,6873.78,1.0
p[3965],0.81,0.02,0.78,0.84,0.0,0.0,9324.53,7321.24,1.0
p[3966],0.9,0.01,0.88,0.91,0.0,0.0,8896.12,6873.78,1.0
p[3967],0.92,0.01,0.91,0.93,0.0,0.0,9298.71,6434.63,1.0
p[3968],0.88,0.02,0.84,0.92,0.0,0.0,11836.84,6136.45,1.0
p[3969],0.92,0.01,0.91,0.93,0.0,0.0,9301.06,6434.71,1.0
p[3970],0.96,0.0,0.95,0.96,0.0,0.0,8901.76,6069.24,1.0
p[3971],0.96,0.0,0.95,0.96,0.0,0.0,8903.26,6069.24,1.0
p[3972],0.92,0.01,0.91,0.93,0.0,0.0,9308.05,6354.15,1.0
p[3973],0.92,0.01,0.91,0.93,0.0,0.0,9311.23,6354.15,1.0
p[3974],0.94,0.01,0.92,0.95,0.0,0.0,11642.07,6146.26,1.0
p[3975],0.92,0.01,0.91,0.93,0.0,0.0,9313.63,6354.01,1.0
p[3976],0.92,0.01,0.91,0.93,0.0,0.0,9320.85,6348.6,1.0
p[3977],0.93,0.01,0.91,0.94,0.0,0.0,10334.74,6764.51,1.0
p[3978],0.89,0.02,0.86,0.92,0.0,0.0,12141.15,6306.26,1.0
p[3979],0.9,0.01,0.89,0.91,0.0,0.0,8916.88,6844.69,1.0
p[3980],0.94,0.01,0.93,0.96,0.0,0.0,11391.05,6858.7,1.0
p[3981],0.96,0.0,0.95,0.96,0.0,0.0,8899.61,6141.5,1.0
p[3982],0.9,0.01,0.89,0.91,0.0,0.0,8918.98,6830.39,1.0
p[3983],0.96,0.0,0.95,0.96,0.0,0.0,8899.0,6141.5,1.0
p[3984],0.92,0.01,0.91,0.93,0.0,0.0,9338.92,6485.92,1.0
p[3985],0.92,0.01,0.91,0.93,0.0,0.0,9342.44,6569.62,1.0
p[3986],0.92,0.01,0.91,0.93,0.0,0.0,9346.7,6514.71,1.0
p[3987],0.93,0.01,0.91,0.94,0.0,0.0,10330.09,6764.51,1.0
p[3988],0.92,0.01,0.91,0.93,0.0,0.0,9348.52,6486.88,1.0
p[3989],0.81,0.02,0.78,0.84,0.0,0.0,9356.74,7433.34,1.0
p[3990],0.92,0.01,0.91,0.93,0.0,0.0,9352.54,6511.55,1.0
p[3991],0.81,0.02,0.78,0.84,0.0,0.0,9360.2,7434.36,1.0
p[3992],0.89,0.02,0.85,0.92,0.0,0.0,11818.91,6174.14,1.0
p[3993],0.9,0.01,0.89,0.91,0.0,0.0,8934.82,6884.15,1.0
p[3994],0.94,0.01,0.93,0.96,0.0,0.0,9444.35,6565.18,1.0
p[3995],0.91,0.01,0.89,0.93,0.0,0.0,9806.05,6595.31,1.0
p[3996],0.96,0.0,0.95,0.97,0.0,0.0,8900.73,6202.21,1.0
p[3997],0.81,0.02,0.79,0.84,0.0,0.0,9370.24,7436.2,1.0
p[3998],0.92,0.01,0.91,0.93,0.0,0.0,9369.65,6355.68,1.0
p[3999],0.94,0.01,0.93,0.96,0.0,0.0,11379.67,6913.6,1.0
